"ExptID","TimePoint","ExpTime","TreatCode","ChamberID","UrchinID","Rate","MSRate","MSProp","plotGrp"
"FL07","T3",7.5,"Constant","S1","CU34",0.666252062472307,0.438323725310728,1.07859692902649,"Constant-P1"
"FL07","T3",7.5,"Constant","S2","CU35",0.599264135987601,0.516607013782414,0.929749838028615,"Constant-P1"
"FL07","T3",7.5,"Constant","S3","CU36",0.717038323066307,0.523385637274677,0.939063499031116,"Constant-P1"
"FL07","T3",7.5,"Constant","S4","CU37",0.486376198486926,0.36846681703555,0.785558826962643,"Constant-P1"
"FL07","T3",7.5,"Constant","S5","CU38",0.503482032819227,0.578714980251985,0.77720911517067,"Constant-P1"
"FL07","T3",7.5,"Constant","S6","CU39",0.360260395879068,0.461872302409062,0.812169354628121,"Constant-P1"
"FL07","T4",10.5,"Constant","S1","CU34",0.574871685550878,0.378205056283472,0.930661035882695,"Constant-P1"
"FL07","T4",10.5,"Constant","S2","CU35",0.589533572660029,0.508218597120714,0.914653006540732,"Constant-P1"
"FL07","T4",10.5,"Constant","S3","CU36",0.768839602318569,0.561196790013554,1.00690462967096,"Constant-P1"
"FL07","T4",10.5,"Constant","S4","CU37",0.471462743374756,0.357168744980876,0.761471718382244,"Constant-P1"
"FL07","T4",10.5,"Constant","S5","CU38",0.556759756788524,0.639953743435085,0.859452234101096,"Constant-P1"
"FL07","T4",10.5,"Constant","S6","CU39",0.366158122867211,0.469433490855398,0.825465162817208,"Constant-P1"
"FL07","T5",13.5,"Constant","S1","CU34",0.62572625985846,0.411662013064776,1.01298961805859,"Constant-P1"
"FL07","T5",13.5,"Constant","S2","CU35",0.662991377715648,0.571544291134179,1.02862175295978,"Constant-P1"
"FL07","T5",13.5,"Constant","S3","CU36",0.727114274234464,0.530740346156543,0.952259387808125,"Constant-P1"
"FL07","T5",13.5,"Constant","S4","CU37",0.503695643376283,0.381587608618396,0.813531912103842,"Constant-P1"
"FL07","T5",13.5,"Constant","S5","CU38",0.556430723424994,0.63957554416666,0.858944315818692,"Constant-P1"
"FL07","T5",13.5,"Constant","S6","CU39",0.37534735597609,0.481214558943706,0.8461813270388,"Constant-P1"
"FL07","T6",25.5,"Constant","S1","CU34",0.704273339045992,0.463337723056574,1.14014965728052,"Constant-P2"
"FL07","T6",25.5,"Constant","S2","CU35",0.716304271317467,0.61750368217023,1.11133595395136,"Constant-P2"
"FL07","T6",25.5,"Constant","S3","CU36",0.783721595217125,0.572059558552646,1.02639471252192,"Constant-P2"
"FL07","T6",25.5,"Constant","S4","CU37",0.590799734119031,0.44757555615078,0.954215990725258,"Constant-P2"
"FL07","T6",25.5,"Constant","S5","CU38",0.627034132316948,0.72072888772063,0.967932540573578,"Constant-P2"
"FL07","T6",25.5,"Constant","S6","CU39",0.435211514841899,0.557963480566536,0.981138807315702,"Constant-P2"
"FL07","T7",28.5,"Constant","S1","CU34",0.67439927852922,0.443683735874487,1.09178647501678,"Constant-P2"
"FL07","T7",28.5,"Constant","S2","CU35",0.720258643216603,0.620912623462588,1.11747110606867,"Constant-P2"
"FL07","T7",28.5,"Constant","S3","CU36",0.766380551636654,0.559401862508507,1.00368415363311,"Constant-P2"
"FL07","T7",28.5,"Constant","S4","CU37",0.601366643277111,0.455580790361448,0.971282880076888,"Constant-P2"
"FL07","T7",28.5,"Constant","S5","CU38",0.570848624484479,0.656147844235034,0.881200768670277,"Constant-P2"
"FL07","T7",28.5,"Constant","S6","CU39",0.431780519375107,0.553564768429623,0.973403987152645,"Constant-P2"
"FL07","T8",31.5,"Constant","S1","CU34",0.642722607315737,0.422843820602459,1.04050504233219,"Constant-P2"
"FL07","T8",31.5,"Constant","S2","CU35",0.714712434386169,0.616131408953594,1.10886624144871,"Constant-P2"
"FL07","T8",31.5,"Constant","S3","CU36",0.812174878735263,0.592828378638878,1.06365832747796,"Constant-P2"
"FL07","T8",31.5,"Constant","S4","CU37",0.573370699356834,0.434371741936996,0.926065904134929,"Constant-P2"
"FL07","T8",31.5,"Constant","S5","CU38",0.720143379580692,0.827751011012289,1.11166230839638,"Constant-P2"
"FL07","T8",31.5,"Constant","S6","CU39",0.431025812508804,0.552597195524107,0.97170257951653,"Constant-P2"
"FL07","T9",34.5,"Constant","S1","CU34",0.642797252135,0.422892929036184,1.04062588499424,"Constant-P2"
"FL07","T9",34.5,"Constant","S2","CU35",0.683906765607699,0.589574797937672,1.06107168169261,"Constant-P2"
"FL07","T9",34.5,"Constant","S3","CU36",0.806940475695467,0.589007646493042,1.05680313344472,"Constant-P2"
"FL07","T9",34.5,"Constant","S4","CU37",0.577304650400528,0.437352007879188,0.932419730610868,"Constant-P2"
"FL07","T9",34.5,"Constant","S5","CU38",0.582225933100476,0.669225210460316,0.898763556190118,"Constant-P2"
"FL07","T9",34.5,"Constant","S6","CU39",0.41786132690933,0.535719649883756,0.942024624638234,"Constant-P2"
"FL08","T0",-1,"Ambient","S1","CU40",0.6361303202144,0.558009052819649,1,"Ambient-P1"
"FL08","T0",-1,"Ambient","S2","CU41",0.900854530559827,0.682465553454414,1,"Ambient-P1"
"FL08","T0",-1,"Ambient","S3","CU42",1.06541558027369,0.678608649855852,1,"Ambient-P1"
"FL08","T0",-1,"Ambient","S4","CU43",0.628193947774092,0.775548083671718,1,"Ambient-P1"
"FL08","T0",-1,"Ambient","S5","CU44",0.92132696768827,0.725454305266355,1,"Ambient-P1"
"FL08","T0",-1,"Ambient","S6","CU45",0.7024751657418,0.532178155865,1,"Ambient-P1"
"FL08","T1",1.5,"Ambient","S1","CU40",0.660753481122349,0.57960831677399,1.03870773035885,"Ambient-P1"
"FL08","T1",1.5,"Ambient","S2","CU41",0.805917762993556,0.610543759843604,0.894614763709661,"Ambient-P1"
"FL08","T1",1.5,"Ambient","S3","CU42",1.06047456650958,0.675461507330939,0.995362360138527,"Ambient-P1"
"FL08","T1",1.5,"Ambient","S4","CU43",0.62287268416997,0.768978622432062,0.991529266362759,"Ambient-P1"
"FL08","T1",1.5,"Ambient","S5","CU44",0.899641873090731,0.708379427630496,0.97646319346111,"Ambient-P1"
"FL08","T1",1.5,"Ambient","S6","CU45",0.705516597762635,0.534482271032299,1.00432959365563,"Ambient-P1"
"FL08","T10",37.5,"Ambient","S1","CU40",0.721719026968221,0.633086865761597,1.13454586903667,"Ambient-P2"
"FL08","T10",37.5,"Ambient","S2","CU41",0.891543268195788,0.675411566814991,0.989663966769139,"Ambient-P2"
"FL08","T10",37.5,"Ambient","S3","CU42",1.01741881905272,0.648037464364791,0.954950197735389,"Ambient-P2"
"FL08","T10",37.5,"Ambient","S4","CU43",0.587900858836764,0.725803529428103,0.935858839328044,"Ambient-P2"
"FL08","T10",37.5,"Ambient","S5","CU44",0.906616139057507,0.713870975635832,0.984032998982245,"Ambient-P2"
"FL08","T10",37.5,"Ambient","S6","CU45",0.682144602741586,0.516776214198171,0.971058673684576,"Ambient-P2"
"FL08","T11",49.5,"Ambient","S1","CU40",0.738065742865793,0.647426090233152,1.16024298702982,"Ambient-P3"
"FL08","T11",49.5,"Ambient","S2","CU41",0.961033777507293,0.72805589205098,1.0668024025034,"Ambient-P3"
"FL08","T11",49.5,"Ambient","S3","CU42",1.27355250364502,0.811179938627404,1.19535749920033,"Ambient-P3"
"FL08","T11",49.5,"Ambient","S4","CU43",0.620056003190034,0.765501238506215,0.987045490309334,"Ambient-P3"
"FL08","T11",49.5,"Ambient","S5","CU44",0.860756822198334,0.677761277321523,0.93425770913673,"Ambient-P3"
"FL08","T11",49.5,"Ambient","S6","CU45",0.728721786708755,0.552061959627844,1.03736305886236,"Ambient-P3"
"FL08","T12",52.5,"Ambient","S1","CU40",0.812717369766259,0.712909973479175,1.27759571260861,"Ambient-P3"
"FL08","T12",52.5,"Ambient","S2","CU41",1.06816532619834,0.809216156210861,1.18572454260127,"Ambient-P3"
"FL08","T12",52.5,"Ambient","S3","CU42",1.18736373269696,0.756282632291059,1.1144606430403,"Ambient-P3"
"FL08","T12",52.5,"Ambient","S4","CU43",0.670204708523386,0.827413220399242,1.06687546242391,"Ambient-P3"
"FL08","T12",52.5,"Ambient","S5","CU44",0.931358796849043,0.733353383345702,1.01088845709786,"Ambient-P3"
"FL08","T12",52.5,"Ambient","S6","CU45",0.732272617948095,0.554751983294012,1.04241780159563,"Ambient-P3"
"FL08","T13",55.5,"Ambient","S1","CU40",0.712348877675169,0.624867436557166,1.11981594814578,"Ambient-P3"
"FL08","T13",55.5,"Ambient","S2","CU41",0.966351787475924,0.732084687481761,1.07270569741753,"Ambient-P3"
